index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1571	main-captions	images	2015	232	none	none	a boy jumps into the blue pool water.	the young boy is jumping into the pool on his belly.	3.40
1572	main-captions	images	2015	233	none	none	a blonde dog is catching a ball in its mouth in the snow.	a little blonde girl is sitting on a green chair.	0.00
1573	main-captions	images	2015	234	none	none	three children and playing and laughing on the floor.	three children playing on the floor.	3.80
1574	main-captions	images	2015	235	none	none	a man sits with fishing poles near a body of water.	a man sits on a rock next to a folding deck chair and a fishing pole.	3.40
1575	main-captions	images	2015	237	none	none	a woman and a dog standing in the grass.	a man carries a sign while standing in the rain.	0.00
1576	main-captions	images	2015	240	none	none	a man in a blue shirt is running in a stadium field.	a man wearing a blue hat and shirt is riding a white horse.	1.00
1577	main-captions	images	2015	244	none	none	a black dog running through water.	a black dog is running through some water.	4.80
1578	main-captions	images	2015	245	none	none	children jumping on a trampoline.	a man is sledding on an orange slide.	0.00
1579	main-captions	images	2015	246	none	none	a large brown dog is crouching in a grassy field.	a brown dog is running in a field.	3.00
1580	main-captions	images	2015	252	none	none	a dog runs through the grass.	a dog runs through the snow.	2.20
1581	main-captions	images	2015	254	none	none	a skier speeds through the snow.	a brown dog carrying a frisbee runs through the snow.	0.20
1582	main-captions	images	2015	255	none	none	two people are playing golf on a golf course.	two people are on a golf course playing golf.	5.00
1583	main-captions	images	2015	256	none	none	a boy and a girl playing on the beach.	a dog playing in the waves with a ball.	0.80
1584	main-captions	images	2015	259	none	none	the child in the red coat laid in the red mat.	the toddler is ready to climb the red piece of equipment.	0.80
1585	main-captions	images	2015	260	none	none	two dogs play in the grass.	two dogs are playing in the grass.	5.00
1586	main-captions	images	2015	264	none	none	a child in a blue and white team uniform chasing a soccer ball.	a young boy in a blue soccer uniform chasing a ball.	4.00
1587	main-captions	images	2015	267	none	none	a softball player swinging at a pitch.	a baseball player hitting the ball	2.80
1588	main-captions	images	2015	271	none	none	a man is kite surfing away from the camera.	a man is sky surfing on the water.	2.80
1589	main-captions	images	2015	278	none	none	a black dog is running in the grass.	a boy running through green grass.	1.00
1590	main-captions	images	2015	279	none	none	a little boy and a little girl playing together outside.	a young boy and a young girl walking towards each other	2.00
1591	main-captions	images	2015	280	none	none	two people sit on the end of a dock.	two people sitting on a dock.	4.20
1592	main-captions	images	2015	283	none	none	two dogs in a yard.	two dogs in a stream.	2.00
1593	main-captions	images	2015	286	none	none	a man chases a dog trying to pass the barrier to enter a play area.	a man follows his black and white dog as it takes on an obstacle course.	2.20
1594	main-captions	images	2015	288	none	none	the large brown and white dog is running through the snow.	st. bernard dog running in the snowy field.	4.00
1595	main-captions	images	2015	299	none	none	a bloody man and woman pose for a picture.	a man in woman dressed warmly pose for a picture.	2.00
1596	main-captions	images	2015	311	none	none	a yellow dog is playing in a grassy area near flowers.	a girl is playing on a swing.	0.40
1597	main-captions	images	2015	312	none	none	a boy plays with a noodle by the pool.	a boy plays with a foam noodle toy by a pool.	4.60
1598	main-captions	images	2015	314	none	none	two big brown dogs running through the snow.	a brown dog running through the grass.	2.00
1599	main-captions	images	2015	315	none	none	a young boy jumps into a pool with outstretched arms.	a dog jumps into a backyard pool.	1.20
1600	main-captions	images	2015	319	none	none	a girl holds up a yellow balloon animal.	a child holds a yellow balloon.	4.00
1601	main-captions	images	2015	321	none	none	two dogs share a toy in a field of vegetation.	two snowboarders are in the air over the snow.	0.17
1602	main-captions	images	2015	324	none	none	a blond haired lady in white poses for the camera.	a black and white dog runs with its mouth open.	0.00
1603	main-captions	images	2015	328	none	none	a dog runs through a field chasing a ball.	a child runs through the grass.	0.20
1604	main-captions	images	2015	332	none	none	two girls are sitting in front of a statue.	two blonde girls are sitting next to a statue	3.80
1605	main-captions	images	2015	336	none	none	a girl in orange lights a candle.	a girl in an orange shirt lights candles.	4.00
1606	main-captions	images	2015	337	none	none	a white dog runs through a field of yellow flowers.	a dog with a red collar runs in a forest in the middle of winter.	1.60
1607	main-captions	images	2015	339	none	none	an infant sitting on a cot reaching over to touch the face of an older boy.	a boy who seems ill is being touched in the face by a toddler.	2.20
1608	main-captions	images	2015	342	none	none	a dog shaking off water.	a dog shaking water off.	5.00
1609	main-captions	images	2015	344	none	none	young boys running along the pavement.	a black dog running along the edge of the ocean.	0.50
1610	main-captions	images	2015	345	none	none	a young child slides down an orange slide.	a little boy in denim overalls slides down an orange slide.	3.67
1611	main-captions	images	2015	346	none	none	a black and white dog running through some red and white poles	black and white dog in living room standing on hind legs.	1.60
1612	main-captions	images	2015	349	none	none	"three individuals are posing on skis behind a ""no skiing"" sign."	three people on skis are standing behind a no skiing sign.	4.40
1613	main-captions	images	2015	350	none	none	a man in a white suit walks down the street holding a newspaper.	a man in a white suit walks outside carrying a newspaper.	4.60
1614	main-captions	images	2015	357	none	none	a black dog with a blue collar is running in the snow.	a black dog wearing a blue collar is running through the snow.	5.00
1615	main-captions	images	2015	362	none	none	a dog is running toward the camera.	a brown and white dog running on grass.	0.80
1616	main-captions	images	2015	364	none	none	a boy swinging on a swing.	the girl is on a swing.	2.40
1617	main-captions	images	2015	367	none	none	a group of youngsters swim in lake water	many children are playing and swimming in the water.	4.40
1618	main-captions	images	2015	368	none	none	a blue and white soccer team playing against each other.	a topless woman with her face painted is covered in mud.	0.00
1619	main-captions	images	2015	371	none	none	a brown dog about to catch a green frisbee.	a brown dog waits for the frisbee to come down before catching it.	3.80
1620	main-captions	images	2015	378	none	none	a black and white dog is swimming in a large green lake.	a black dog runs fast into shallow water.	2.20
1621	main-captions	images	2015	379	none	none	two large black dogs are playing in a grassy field.	two white dogs are running together.	2.20
1622	main-captions	images	2015	381	none	none	the brown and black dog sprints across the snow.	a black dog is running quickly along the ground.	2.80
1623	main-captions	images	2015	383	none	none	the man in the backpack looks to his left.	an adult male wearing a backpack walks and looks to the left.	3.80
1624	main-captions	images	2015	384	none	none	an elderly man in a blue shirt is holding up a piece of canvas art.	a black man is walking next to a building in a big city.	0.00
1625	main-captions	images	2015	386	none	none	two skinny young boys playing with sand in the water.	two dogs are shaking water off.	0.40
1626	main-captions	images	2015	388	none	none	a small dog runs through an obstacle course.	a small dog jumping over an obstacle.	3.80
1627	main-captions	images	2015	392	none	none	a brown dog running through the woods.	a brown dog runs through the grass.	3.20
1628	main-captions	images	2015	393	none	none	a group of people are standing by a window watching something.	a group of people stand and wait to see something.	3.40
1629	main-captions	images	2015	395	none	none	a dog is jumping over a barrier at a agility competition.	a dog jumping over an obstacle course fence.	4.40
1630	main-captions	images	2015	396	none	none	three people racing on ice skates.	three ice skaters round a corner.	3.20
1631	main-captions	images	2015	399	none	none	two women contestants are walking their dogs in a dog show.	two women walk there dogs at a dog show.	4.80
1632	main-captions	images	2015	401	none	none	two men on the side of a barge	a man is lying the grass with long hair and beard.	0.00
1633	main-captions	images	2015	403	none	none	a brown dog in running on grass.	a brown dog runs through the grass.	4.80
1634	main-captions	images	2015	410	none	none	a person is riding their bike on a trail next to the woods.	a small child in a yellow shirt is holding their arms out to the sides.	0.40
